Search Topic,Title,Authors,Year,Citations,Abstract,Publication Info,URL
Project Maven,Ethics as an enabler and a constraint–Narratives on technology development and artificial intelligence in military affairs through the case of Project Maven,I Malmio,2023,51,"… Project Maven is an AI-induced information technology for military applications initiated by … Google. However, this initiative raised massive resistance from a substantial amount of …","I Malmio - Technology in Society, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0160791X22003347
Project Maven,"Negotiating'evil': Google, project maven and the corporate form","P Crofts, H Van Rijswijk",2020,43,"… artificial intelligence for military purposes, employees in other countries may be compelled to advance military … the refusal by Google’s employees to help the US military is unpatriotic …","P Crofts, H Van Rijswijk - Law, technology and humans, 2020 - search.informit.org",https://search.informit.org/doi/abs/10.3316/informit.125958904331884
Project Maven,Understanding the Battle for AI in Warfare through the Practices of Assemblage: A Case Study of Project Maven,NA Wilson,2020,3,"… the development of an emerging Military-Technological Complex … that sought to use Artificial Intelligence (AI) technologies for … case of Google as a defence contractor, via Project Maven, …",NA Wilson - 2020 - studenttheses.uu.nl,https://studenttheses.uu.nl/handle/20.500.12932/37392
Project Maven,“Non-offensive computation”: Project Maven and Google's discourse of drone power,T Stubblefield,2020,1,"… strategic breakdowns of civilian and military are indispensable. With this in mind, the question of whether or not Google’s participation in Project Maven constitutes an ethical lapse can …","T Stubblefield - Threat Communication and the US Order after 9 …, 2020 - taylorfrancis.com",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429283727-8/non-offensive-computation-thomas-stubblefield
Project Maven,A Critical Assessment of Military AI: Operational Risks and the Governance Gap,J Williams,2025,0,"… the regulatory gap of artificial intelligence in modern warfare creates a … hours of footage to review, Project Maven intended to … Google initially supported the project, dedicating resources …",J Williams - 2025 - digitalcollections.sit.edu,https://digitalcollections.sit.edu/szg2/9/
Project Nimbus,Making a killing: Israel's military-innovation ecosystem and the globalization of violence,S Abdelnour,2023,31,"… Google and Amazon’s engagement in Project Nimbus should give us all pause for thought. Google and Amazon … Google alone has an estimated 4.3 billion regular users globally, while …","S Abdelnour - Organization Studies, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/01708406221131938
Project Nimbus,"The genocide will be automated—Israel, AI and the future of war",L Katibah,2024,13,"… The Israeli military’s “directorate of targets” relies on soldiers … contract with the Israeli government, Google and Amazon … and object tracking as part of Project Nimbus. It has also been …","L Katibah - Middle East Report, 2024 - JSTOR",https://www.jstor.org/stable/48853052
Project Nimbus,Big Tech and the US digital-military-industrial complex,"A Coveri, C Cozza, D Guarascio",2025,9,"… AI services to the Israeli army in its war in Gaza. More specifically, since 2021, the US $1.2 billion Nimbus project ties Alphabet and Amazon to the Israeli government for the provision of …","A Coveri, C Cozza, D Guarascio - Intereconomics, 2025 - sciendo.com",https://sciendo.com/2/v2/download/issue/IE/60/2.zip
Project Nimbus,Autonomous occupation: Israel's AI-driven drone warfare and the digital architecture of authoritarian power,R Reichert,2025,5,"… projects like Project Nimbus, the article reveals how corporate platforms (eg Google and Amazon) … The case of Israeli military technology illustrates how digital systems not only enable …","R Reichert - Dialogues on Digital Society, 2025 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/29768640251381423
Project Nimbus,Migrating the state into corporate clouds,"DM Kotliar, A Gekker",2024,5,… by focusing on ‘Project Nimbus’ – a $1.2 billion tender offered by the Israeli government to move ‘the entire Israeli state’ … While Amazon and Google clearly stand to gain from adding the …,"DM Kotliar, A Gekker - Information, Communication & Society, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/1369118X.2024.2343816
Project Nimbus,Amazon's investments in Israel reveal complicity in settlements and military operations,"C Chua, J Alimahomed-Wilson, SL Potiker",2021,4,"… ” led hundreds of Amazon employees to sign a letter calling for Amazon leadership to acknowledge … against Amazon, momentum against Project Nimbus may be stymied by the Israeli …","C Chua, J Alimahomed-Wilson, SL Potiker - The Nation, 2021 - academia.edu",https://www.academia.edu/download/67922737/Amazon_s_Investments_in_Israel_Reveal_Complicity_in_Settlements_and_Military_Operations_The_Nation.pdf
Project Nimbus,Seeing the world like a Palestinian,PG Apoorva,2023,2,… campaigns against HP Enterprises and Project Nimbus- the Google and Amazon contract to provide cloud services to the Israeli government and military. She has studied Sociology …,"PG Apoorva - … against Big Tech and Israeli apartheid. State of power …, 2023 - tni.org",https://www.tni.org/files/2023-04/Seeing%20the%20world%20like%20a%20Palestinian.pdf
Project Nimbus,The Billion Dollar Deal that Made Google and Amazon Partners in the Israeli Occupation of Palestine.,R Baroud,2022,0,"… government which provides cloud services for the Israeli military and government that ""allows for … a few weeks before Project Nimbus was declared. It was as if Google and Amazon were …","R Baroud - CounterPunch, 2022 - search.ebscohost.com",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10862323&asa=N&AN=163104931&h=91R3eFWKGwEB2ECiOHRAIiUG5OxPHvRd408KDQnoHDjfy3qjc%2FN8DCA%2BiufeYZ%2FAFdGcHSt%2Fbfo4SCPBYR%2FNMQ%3D%3D&crl=c
Project Nimbus,Towards a Public Database for Investigating Western Special Operations,J Poulson,2024,0,"… and with the Project Nimbus award from the Israeli government. [… , and Nimbus — which was split between Amazon and Google … of software stacks helping the Israeli military train its own …",J Poulson - 2024 - disruption.institute,https://disruption.institute/s/Jack-Poulson-Towards-a-Public-Database.pdf
QBI/Tax Policy,Qualified Business Income Deductions in the Sharing Economy,W House,2020,4,"… income should be included for qualified income deduction … § 1231 income to be included for qualified business income … income"" would not be included in qualified business income, …","W House - Colo. Tech. LJ, 2020 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jtelhtel18&section=22
QBI/Tax Policy,Is Section 199A's Qualified Business Income Deduction Good Tax Policy?,"JA Meade, A Shroff",2022,2,"… provided tax relief to the owners of passthrough entities in the form of a 20 percent deduction for qualified business income. Scheduled to expire after 2025, the Sec. 199A deduction …","JA Meade, A Shroff - ATA Journal of Legal Tax Research, 2022 - publications.aaahq.org",https://publications.aaahq.org/atajltr/article-abstract/20/1/47/10182
QBI/Tax Policy,The qualified business income deduction: Testing the limits,WC Hood,2020,1,"… In December 2017, the federal income tax law changed dramatically. Perhaps … qualified business income deduction (QBID) for noncorporate taxpayers.' In concept, this new deduction is …","WC Hood - Taxes, 2020 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/taxtm98&section=45
QBI/Tax Policy,Qualified Business Income Deduction and the Self-Employed: Utilizing the Deduction Before It Sunsets,"PJ Korb, JL Williams, AE Flach",2022,0,"… TCJA) included a new 20% deduction, known as the Qualified Business Income (QBI) deduction under IRC Section 199A, for sole proprietors and owners of pass-through entities for tax …","PJ Korb, JL Williams, AE Flach - The CPA Journal, 2022 - search.proquest.com",https://search.proquest.com/openview/8940c3710b4ea3a5878040ea822bffba/1?pq-origsite=gscholar&cbl=41798
Quantum Computing,Quantum computing for finance: State-of-the-art and future prospects,"DJ Egger, C Gambella, J Marecek…",2020,604,"… state of the art, and potential of quantum computing for problems in finance. We provide an introduction to quantum computing as well as a survey on problem classes in finance that are …","DJ Egger, C Gambella, J Marecek… - … on Quantum …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9222275/
Quantum Computing,Quantum computing for finance,"D Herman, C Googin, X Liu, Y Sun, A Galda…",2023,363,"… rich structures in financial problems when searching for a quantum speedup, introducing … art of quantum algorithms for financial applications. We discuss important financial problems …","D Herman, C Googin, X Liu, Y Sun, A Galda… - Nature Reviews …, 2023 - nature.com",https://www.nature.com/articles/s42254-023-00603-1
Quantum Computing,Commercial applications of quantum computing,"F Bova, A Goldfarb, RG Melko",2021,352,"… More specifically, researchers have identified combinatorics problems in banking and finance that might benefit from quantum computing, including portfolio optimization, foreign …","F Bova, A Goldfarb, RG Melko - EPJ quantum technology, 2021 - Springer",https://link.springer.com/content/pdf/10.1140/epjqt/s40507-021-00091-1.pdf
Quantum Computing,A survey of quantum computing for finance,"D Herman, C Googin, X Liu, A Galda, I Safro…",2022,262,"… financial applications that make use of quantum annealers. However, we believe the quantitative finance and quantum computing … about other quantum optimization approaches and …","D Herman, C Googin, X Liu, A Galda, I Safro… - arXiv preprint arXiv …, 2022 - arxiv.org",https://arxiv.org/abs/2201.02773
Quantum Computing,Quantum finance: Exploring the implications of quantum computing on financial models,J Zhou,2026,37,"… Quantum computing is revolutionizing computational methods in finance by enhancing efficiency and accuracy in financial … the impact of quantum computing in finance, focusing on …","J Zhou - Computational Economics, 2026 - Springer",https://link.springer.com/article/10.1007/s10614-025-10894-4
Quantum Computing,Modern finance through quantum computing—A systematic literature review,"L Bunescu, AM Vârtei",2024,23,… The quantum approach to finance can support this … quantum computing can be used in finance. This research aims to expose an architecture of the state of the art in quantum finance. In …,"L Bunescu, AM Vârtei - PloS one, 2024 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0304317
Quantum Computing,The prospects of quantum computing for quantitative finance and beyond,"YJ Chang, MF Sie, SW Liao…",2023,20,"… a comprehensive summary of quantum computing for traditional and Blockchain financial applications. … to realize a quantum application in a finance field, we must first find a suitable …","YJ Chang, MF Sie, SW Liao… - IEEE Nanotechnology …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10071535/
Quantum Computing,Quantum computing in finance: The intesa sanpaolo experience,"R Sotelo, D Corbelletto, E Dri, E Giusto…",2024,14,"… In a classical computer, the basic unit of information is the bit, which can take 0 or 1 binary values.Instead, in a quantum computer, we handle qubits. A qubit is a two-level quantum …","R Sotelo, D Corbelletto, E Dri, E Giusto… - IEEE engineering …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10460997/
Quantum Computing,Enhancing the financial sector with quantum computing: A comprehensive review of current and future applications,"B Claudiu, E Cosmin, D Otniel, A Andrei",2023,11,"… in the financial sector and present a SWOT analysis to evaluate its … of quantum computing. Next, we analyze existing use cases and research on quantum computing in the financial …","B Claudiu, E Cosmin, D Otniel, A Andrei - International Conference on …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-981-99-6529-8_17
Rockefeller Family,The Rockefellers: An American Dynasty,"P Collier, D Horowitz",2022,366,"… , Rockefeller would live on, surrounded by a newfound respect and power his philanthropy had … Viewed as a whole, we find the dominating influences in the Trusts to be made up of an …","P Collier, D Horowitz - 2022 - books.google.com",https://books.google.com/books?hl=en&lr=&id=9BFgEAAAQBAJ&oi=fnd&pg=PT13&dq=Rockefeller+family+philanthropy+political+influence&ots=FPuKLLR7rS&sig=Nl8Eod2h0vLeL_BLq4ZpoJde98I
Rockefeller Family,"Philanthropy, Mass Media, and Cultural Hegemony: The Rockefeller Foundation and the Politics of",J Sastre-Juan,2020,2,"… were asked to privately and frankly discuss the political goals, strategies and techniques of … social and political unrest made the Rockefeller Foundation reorient its policy towards what …","J Sastre-Juan - Cultural Hegemony in a Scientific World …, 2020 - books.google.com",https://books.google.com/books?hl=en&lr=&id=0gsOEAAAQBAJ&oi=fnd&pg=PA297&dq=Rockefeller+family+philanthropy+political+influence&ots=YGfD1-cVri&sig=UbjLhxqEI91pBL2OWYChpmz-nwY
Rothschild & Co,Evaluating wealth management firms using grey relational analysis: A comparative study,SP Prabhakaran,2025,4,"… Private Bank offers UHNWIs individualized wealth management solutions. It provides a wide range of services, such as credit and financing solutions, tax strategies, estate planning, …","SP Prabhakaran - International Journal of Computer Science and …, 2025 - academia.edu",https://www.academia.edu/download/122999373/243_Manuscript_1469_1_10_20250203.pdf
Rothschild & Co,"Rothschild, the Largest Bank in the World: How Multinational Family Ownership Overcame Nearly All Management Complexities When Others Failed",C Dinesen,2020,0,… finance such as the London Rothschilds were of state finance in the United Kingdom. This strategy would later reduce the size of the English house relative to other British banks in the …,"C Dinesen - … Management in Banking: How Banks Fail and Cause …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-35824-2_3
Rothschild & Co,"Private Capital as a Network Phenomenon: A Graph-theoretic Analysis of Deal Flow, Contagion Risk, and Long-term Value at Rothschild & Co",M Faris,2026,0,… private capital transaction data sourced from Rothschild & Co… The Rothschild & Co dataset is particularly well suited to this … and a capital intermediary across multiple asset classes and …,"M Faris - … Long-term Value at Rothschild & Co (January 09, 2026 …, 2026 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6286639
SMOM (Sovereign Military Order of Malta),Short Notes on the International Status of Sovereign Order of Malta under International Law. Functional Limits and Dependence upon the Holy See in the light of the …,F Marti,2023,1,… of SMOM under international law has not as yet been settled although “the Sovereign Order … the Italian Republic and the Sovereign Military Order of Malta concerning the updating of the …,"F Marti - Stato, Chiese e pluralismo confessionale, 2023 - riviste.unimi.it",https://riviste.unimi.it/index.php/statoechiese/article/view/19711
SMOM (Sovereign Military Order of Malta),A General Assessment on the Diplomatic Relations of the Sovereign Military Order of Malta,A Camyamac,2020,0,"… ) olan ""Malta Egemen Asked Dozeni"" (Sovereign Military Order ofMalta/SMOM) ghnimizde kendi resmi Internet siteleri de dahil birgok kaynakta kisaca ""Malta Dfzeni"" (Order of Malta) …","A Camyamac - Hacettepe Hukuk Fak. Derg., 2020 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/haceukfad10&section=11
Semiconductor Industry,Geopolitical disruptions in global supply chains: a state-of-the-art literature review,"L Bednarski, S Roscoe, C Blome…",2025,370,"… ’s effort to develop an independent semiconductor supply chain. Nevertheless, despite its … War reparations impacting the semiconductor industry, and US semiconductor trade policy …","L Bednarski, S Roscoe, C Blome… - Production planning & …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/09537287.2023.2286283
Semiconductor Industry,"Semiconductor supply chain resilience and disruption: insights, mitigation, and future directions","W Xiong, DD Wu, JHY Yeung",2025,128,"… complexities of the semiconductor supply chain. Focusing on geopolitical security issues and … the effects of such events on the semiconductor industry. Finally, our review elucidates the …","W Xiong, DD Wu, JHY Yeung - International Journal of Production …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00207543.2024.2387074
Semiconductor Industry,Recovering from geopolitical risk: An event study of Huawei's semiconductor supply chain,"YK Tse, K Dong, R Sun, R Mason",2024,51,"… semiconductor industry, particularly in the accessing of … the supply chains, this study provides useful insights for understanding the propagation effect of good news in the supply chain …","YK Tse, K Dong, R Sun, R Mason - International Journal of Production …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0925527324002044
Semiconductor Industry,Supply Chain Interdependence and Geopolitical Vulnerability The Case of Taiwan and High-End Semiconductors,"B Martin, LH Baldwin, P DeLuca, N Henriquez Sanchez…",2023,30,"… , Semiconductor Manufacturing Technology (SEMATECH), which was intended to promote semiconductor manufacturing … a dominant player in the semiconductor industry but, as we will …","B Martin, LH Baldwin, P DeLuca, N Henriquez Sanchez… - 2023 - apps.dtic.mil",https://apps.dtic.mil/sti/html/trecms/AD1195673/
Semiconductor Industry,"Geopolitics and geospatial strategies: the rise of regulatory supply chain controls for semiconductor GPN in Japan, South Korea and Taiwan","Y Aoyama, E Song, S Wang",2024,26,"… and trade policies of East Asian states over the semiconductor industry, we show how states re-constitute national priorities, how they re-align diplomatic strategies, and how they justify …","Y Aoyama, E Song, S Wang - ZFW–Advances in Economic …, 2024 - degruyterbrill.com",https://www.degruyterbrill.com/document/doi/10.1515/zfw-2024-0046/html
Semiconductor Industry,The geopolitics of supply chains: EU efforts to ensure security of supply,A Glencross,2024,22,"… to ensure security of supply in three sectors: semiconductors, … semiconductor strategy coincided with a growing awareness of supply chain vulnerabilities in the semiconductor industry, …","A Glencross - Global Policy, 2024 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/1758-5899.13388
Semiconductor Industry,Supply chain regulation in the service of geopolitics: What's happening in semiconductors?,D Ernst,2021,18,… argues that supply chain regulation in semiconductors faces a … — the deepening entanglement of geopolitics with trade and … semiconductor industry requirements with any geopolitical …,D Ernst - 2021 - econstor.eu,https://www.econstor.eu/handle/10419/299728
Semiconductor Industry,Supply chain security in the age of techno-geopolitics:'Fab 4'case in the semiconductor industry,J Yoon,2023,17,… This paper aims to present a “techno-geopolitical” perspective regarding the restructuring process of the semiconductor supply chain while examining the significance of the US Fab 4 …,J Yoon - 2023 - kjis.org,https://kjis.org/journal/view.html?uid=284&&vmd=Full
Semiconductor Industry,"Semiconductor production, geopolitics and the CHIPS ACT of 2022: a theoretical analysis","K Hyatt, PM Ryle, MA McKnight",2025,8,"… global supply chain issues and potential geopolitical concerns. … for examining the international semiconductor supply chain. … Once the center of global semiconductor manufacturing, the …","K Hyatt, PM Ryle, MA McKnight - Digital Policy, Regulation and …, 2025 - emerald.com",https://www.emerald.com/dprg/article/27/1/1/1240520
Semiconductor Industry,The geographies and geopolitics of industrial policy: Designing a data-driven UK semiconductor strategy,"S Rolf, J Baines, J Germann…",2025,6,"… Second, it will enhance its supply chain resilience strategy to address geopolitical risk and … In addition, we present data on foreign direct investment in the UK semiconductor sector. …","S Rolf, J Baines, J Germann… - European Urban and …, 2025 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/09697764241303838
Shadow Governance,Shadow elites,JR Wedel,2021,12,"… and less accountable than their power elite predecessors. At the top of the food chain of these novel influencers are shadow elites (Wedel 2009), the most insidious and elusive of them. …","JR Wedel - The Oxford handbook of the quality of government, 2021 - books.google.com",https://books.google.com/books?hl=en&lr=&id=Nbo0EAAAQBAJ&oi=fnd&pg=PA63&dq=shadow+governance+network+power+elites&ots=xKQhQVKq-E&sig=b2uNSQwZKJVBbHxyIiESkX1xXv0
Shadow Governance,Shadow elite of transnational policy networks: Intermediary organizations and the production of teacher education policies,E Aydarova,2023,10,"… Among the shadow elite of global education governance are IO policy analysts. Since the early 2000s, intermediary organizations with the support of venture philanthropies have played …","E Aydarova - The Palgrave handbook of teacher education research, 2023 - Springer",https://link.springer.com/content/pdf/10.1007/978-3-031-16193-3_58.pdf
Shadow Governance,Local bosses and shadow players: a network analysis of change in the multi-tiered governance of security in Nepal,ME Widmer,2023,0,"… local elites had long been pulling the strings from the shadows, and their ongoing activities mean the local government … of structural change in governance networks. Added qualitative …",ME Widmer - 2023 - sussex.figshare.com,https://sussex.figshare.com/articles/thesis/Local_bosses_and_shadow_players_a_network_analysis_of_change_in_the_multi-tiered_governance_of_security_in_Nepal/24745848
Shadow Governance,From Welfare State to Power State: Public Policy Transformation Under the Shadow of Oligarchy and Shadow Government in Indonesia,"RY Parinduri, K Tampubolon, P Pin…",2025,0,… to the practice of shadow government. The findings of … Shadow government threatens government transparency and accountability; 3) Policy changes that are more favorable to the elite …,"RY Parinduri, K Tampubolon, P Pin… - Khazanah …, 2025 - khazanah.uinsgd.ac.id",https://khazanah.uinsgd.ac.id/index.php/ks/article/view/44682
Sion/CERN Quantum,Quantum simulation for high-energy physics,"CW Bauer, Z Davoudi, AB Balantekin, T Bhattacharya…",2023,458,… case it is said to operate as a digital quantum computer. It can also combine features of the … is relevant for the analysis gravitational-wave emission from merging neutron stars [235]. …,"CW Bauer, Z Davoudi, AB Balantekin, T Bhattacharya… - PRX quantum, 2023 - APS",https://link.aps.org/doi/10.1103/PRXQuantum.4.027001
Sion/CERN Quantum,Quantum computing for high-energy physics: State of the art and challenges,"A Di Meglio, K Jansen, I Tavernelli, C Alexandrou…",2024,374,"… role in accessing the power of quantum computing, since the field is … In this Roadmap paper, led by CERN, DESY, and IBM, we … will not hinder the comprehension of the remainder of this …","A Di Meglio, K Jansen, I Tavernelli, C Alexandrou… - Prx quantum, 2024 - APS",https://link.aps.org/doi/10.1103/PRXQuantum.5.037001
Sion/CERN Quantum,Cern quantum technology initiative strategy and roadmap,"A Di Meglio, M Doser, DM Grabowska, S Vallecorsa…",2021,11,… the initial investigations in quantum computing at CERN started in 2017. One of the first events on Quantum Computing for HEP was organised by CERN openlab in November 201819 …,"A Di Meglio, M Doser, DM Grabowska, S Vallecorsa… - 2021 - cds.cern.ch",https://cds.cern.ch/record/2789149
Sion/CERN Quantum,Application of quantum machine learning to high energy physics analysis at LHC using quantum computer simulators and quantum computer hardware,"SL Wu, J Chan, A Cheng, W Guan, S Sun, A Wang…",2022,4,… quantum computing can be the new paradigm for HEP data analysis. Some authors of this paper belong to one of the LHC … a measurement and a conversion from the measurement to a …,"SL Wu, J Chan, A Cheng, W Guan, S Sun, A Wang… - 2022 - osti.gov",https://www.osti.gov/biblio/1873711
Sion/CERN Quantum,Development of superconducting transmon qubits for quantum sensing applications,D Labranca,2025,1,"… : Experiments like NA64 at CERN search for dark … quantum computing, the exact computational advantage over classical systems remains a subject of ongoing analysis and discussion …",D Labranca - 2025 - boa.unimib.it,https://boa.unimib.it/handle/10281/543105
Sion/CERN Quantum,Quantum Ecosystem of Switzerland,B Karch,2025,0,"… to quantum computing and diverse applications for the technology. The maturity of the quantum ecosystem in Switzerland … Quantum Institute at CERN, and Swissnex’s Project Quantum, …","B Karch - Quantum Technologies: Trends and Implications for …, 2025 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-90727-2_22
Sion/CERN Quantum,Green computing for particle physics,F Minarini,2025,0,"… focused on broad details of quantum computing, such as the … in quantum computing hardware and how quantum … of experimental collaborations hosted and fostered at CERN. …",F Minarini - 2025 - amsdottorato.unibo.it,https://amsdottorato.unibo.it/id/eprint/12272/
Sion/CERN Quantum,arXiv: Quantum Computing for Data Analysis in High-Energy Physics,"A Delgado, A Gianelle, J Thaler, G Rodrigo, Y Omar…",2022,0,"… In Section VI, we present a discussion of quantum-inspired algorithms. In Section VII, we … of quantum computing is based on what we know today as a universal quantum computer, …","A Delgado, A Gianelle, J Thaler, G Rodrigo, Y Omar… - 2022 - cds.cern.ch",https://cds.cern.ch/record/2805418
Sovereign Immunity,Extraterritoriality,M Kamminga,2020,97,… extraterritorial jurisdiction contrary to international law will not be recognized by other States. It may also give rise to → State … unlawful exercise of extraterritorial jurisdiction consists of so …,"M Kamminga - … encyclopedia of public international law, 2020 - cris.maastrichtuniversity.nl",https://cris.maastrichtuniversity.nl/files/93221900/Kamminga_2020_Extraterritorality.pdf
Sovereign Immunity,Extraterritorial Jurisdiction and Head-of-State Immunity: Sovereignty and the Use of Force in the Fragmentation of International Law,A Purwati,2026,0,"… in international law because it directly implicates the principles of state sovereignty, head-of-state immunity, … Normatively, international law recognizes that an incumbent head of state …","A Purwati - International Journal of Science and Environment (IJSE …, 2026 - ijsenet.com",https://ijsenet.com/index.php/IJSE/article/view/330
Starshield,The role of regulatory frameworks in balancing between national security and competition in leo satellite market,"M Pedram, E Georgiades",2023,8,"… SpaceX designs another variant of Starlink, Starshield, to provide more secure services for missions with national security … See Sandra Erwin, With Starshield, SpaceX Readies for Battle…","M Pedram, E Georgiades - J. Nat'l Sec. L. & Pol'y, 2023 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jnatselp14&section=13
Starshield,Starshields for iOS: Navigating the Security Cosmos in Satellite Communication.,"J Classen, A Heinrich, F Portner, F Rohrbach, M Hollick",2025,3,… satellites but updated the iPhone’s cellular modem and communication stack; SpaceX updated its satellites … Apple’s approach to using legacy satellites is arguably the most challenging …,"J Classen, A Heinrich, F Portner, F Rohrbach, M Hollick - NDSS, 2025 - researchgate.net",https://www.researchgate.net/profile/Fabian-Portner/publication/390109105_Starshields_for_iOS_Navigating_the_Security_Cosmos_in_Satellite_Communication/links/67f92536df0e3f544f40b615/Starshields-for-iOS-Navigating-the-Security-Cosmos-in-Satellite-Communication.pdf
Starshield,Assessing the impact of US air force national security space launch acquisition decisions,"BL Triezenberg, ÉM Souza, E Allendorf, H Perez…",2024,3,"… SpaceX’s satellites expressly designed to support US … Starshield satellites, are expected to be heavier still due to increased security and resilience requirements; Brett Tingley, “SpaceX …","BL Triezenberg, ÉM Souza, E Allendorf, H Perez… - 2024 - rand.org",https://www.rand.org/content/dam/rand/pubs/research_reports/RRA2800/RRA2843-1/RAND_RRA2843-1.pdf
Starshield,"The united States in space: strategies, capabilities, and vision",G Autry,2024,2,"… SpaceX's Starlink constellation makes up most of these new satellites. As of August 2024, … , acknowledged space's role in defense and national security and as a domain of international …","G Autry - Asia Policy, 2024 - muse.jhu.edu",https://muse.jhu.edu/pub/136/article/942827/summary
Starshield,Final Frontier of Strategic Information Warfare and Cybersecurity Challenges to Satellites and Space Infrastructure,"S De Zoysa, D SIRIWARDANA",2024,1,… SpaceX’s[9] project to build a global net of satellites to bring … superiority to be its core national security policy. Recent pacts between … Starshield could also try to tackle more sophisticated …,"S De Zoysa, D SIRIWARDANA - 2024 - researchgate.net",https://www.researchgate.net/profile/Sayonara-De-Zoysa/publication/386482851_Final_Frontier_of_Strategic_Information_Warfare_and_Cybersecurity_Challenges_to_Satellites_and_Space_Infrastructure/links/6752b592ef2dc67228ac3cb5/Final-Frontier-of-Strategic-Information-Warfare-and-Cybersecurity-Challenges-to-Satellites-and-Space-Infrastructure.pdf
Starshield,Advancing Space Security in the 21st Century-Private Actors and Governance of Space,B Mielke,2023,1,"… , focusing on an in-depth case study of two leading space companies, SpaceX and Blue Origin. … Starshield is focused on providing government agencies with a secure satellite network, …",B Mielke - 2023 - dspace.cuni.cz,https://dspace.cuni.cz/handle/20.500.11956/186826
Starshield,Satellite Reconnaissance and the Privatisation of Space Warfare.,R Kopeć,2025,0,"… The category that covers all space activities from the national security interest point of view … Finally, the third programme, about which very little is known, is SpaceX’s Starshield …","R Kopeć - Polish Political Science Review/Polski Przeglad …, 2025 - search.ebscohost.com",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23533773&AN=190409102&h=kQKR6L19xfH6EI4Je0SPvg7SaUaFOncPCmi1xNAVCfw5uiWgj5zfv6nz4hQ6lqd19yz4KjUzT6WEG%2BefDnYZJQ%3D%3D&crl=c
Starshield,National security interests in relation to dark and quiet skies,R Dalal,2024,0,"… satellites might have negative impacts on national security … SpaceX wins $70 million Space Force contract for Starshield military satellites, Space.com, https://www.space.com/spacex…","R Dalal - International Astronomical Union. Proceedings of the …, 2024 - search.proquest.com",https://search.proquest.com/openview/555a564729d481d332f0da1bf3ed53c4/1?pq-origsite=gscholar&cbl=39246
Tavistock Institute,The Tavistock Institute of Medical Psychology,B Kahr,2020,3,"… institution proved, at times, to be somewhat confusing. Although most referred to this centre for psychological healing as the Tavistock … , instead, as the Tavistock Clinic for Functional …","B Kahr - The Tavistock Century: 2020 Vision, 2020 - books.google.com",https://books.google.com/books?hl=en&lr=&id=fZwAEAAAQBAJ&oi=fnd&pg=PA61&dq=Tavistock+Institute+psychology+behavioral+science&ots=tIbX65r3LV&sig=9kaOrjhT9kEsmhuuJkruTDsvYyU
Tavistock Institute,"Psychoanalysis, social science, and the Tavistock tradition","D Armstrong, M Rustin",2020,3,… at Tavistock Consulting. He trained as a social psychologist at the Tavistock Institute of Human … of London and the Grubb Institute before returning to the Tavistock in 1994 to join a newly …,"D Armstrong, M Rustin - The Tavistock Century: 2020 Vision, 2020 - torrossa.com",https://www.torrossa.com/gs/resourceProxy?an=5263744&publisher=FZP829#page=37
Tavistock Institute,Research at the Tavistock,"M Rustin, D Armstrong",2020,1,"… view that the Tavistock, in all of … scientific project whose influence has extended across the world. In some respects this paradigm was the most traditionally “scientific” of all the Tavistock’…","M Rustin, D Armstrong - The Tavistock Century: 2020 Vision, 2020 - torrossa.com",https://www.torrossa.com/gs/resourceProxy?an=5263744&publisher=FZP829#page=51
